date,turnover,cost
2026-04-13,1.0,0.0015
2026-04-16,0.2247557573804868,0.0003371336360707302
2026-04-21,0.010019967306187885,1.5029950959281828e-05
2026-04-24,0.21508807652502665,0.00032263211478754
2026-04-29,0.21679148211751625,0.0003251872231762744
2026-05-07,0.4280389258635388,0.0006420583887953083
2026-05-12,0.43148829154263457,0.0006472324373139518
2026-05-15,0.2184771032303174,0.00032771565484547615
2026-05-20,0.423084582865933,0.0006346268742988995
2026-05-25,0.22016327413880954,0.00033024491120821434
2026-05-28,0.6137838617310662,0.0009206757925965994
2026-06-02,0.43672584344191145,0.0006550887651628672
2026-06-05,0.42041218436673483,0.0006306182765501023
2026-06-10,0.25566034479145927,0.0003834905171871889
2026-06-15,0.634586507207813,0.0009518797608117195
2026-06-18,0.6497761558232693,0.000974664233734904
2026-06-24,0.42015234574780846,0.0006302285186217127
2026-06-29,0.24291088109414175,0.0003643663216412126
2026-07-02,0.42569783779429904,0.0006385467566914486
2026-07-07,0.4252102694029348,0.0006378154041044023
2026-07-10,0.6224980916331178,0.0009337471374496766
2026-07-15,0.42554424642941047,0.0006383163696441158
2026-07-20,0.6301794927455329,0.0009452692391182994
2026-07-23,0.22729254697410778,0.0003409388204611617
2026-07-28,0.6191073246404282,0.0009286609869606423
2026-07-31,0.6064228728755632,0.0009096343093133448
2026-08-05,0.4075585636275346,0.0006113378454413019
2026-08-10,0.21434411182206442,0.00032151616773309666
2026-08-13,0.44023379092949544,0.0006603506863942432
2026-08-18,0.4361442978888362,0.0006542164468332543
2026-08-21,0.8184306219353976,0.0012276459329030964
2026-08-26,0.416054583109906,0.0006240818746648591
2026-08-31,0.8191864484298006,0.001228779672644701
2026-09-03,0.8018230533924066,0.00120273458008861
2026-09-08,0.6103882775617245,0.0009155824163425868
2026-09-11,0.2156673229824455,0.0003235009844736683
2026-09-16,0.6154361732076725,0.0009231542598115088
