date,long_short_return
2026-04-13,-0.014590064691879585
2026-04-14,0.054079724835381336
2026-04-15,-0.016566695352754273
2026-04-16,-0.015319806125249117
2026-04-17,-0.002287502438844827
2026-04-20,0.010877298099504181
2026-04-21,-0.021079613922857066
2026-04-22,0.010889373320617974
2026-04-23,-0.007226217150999026
2026-04-24,0.005112475894774518
2026-04-27,0.014258833955904254
2026-04-28,-0.003483573839602813
2026-04-29,-0.01905752826424556
2026-04-30,-0.037931862726157006
2026-05-06,-0.035635247220455454
2026-05-07,0.01340232587879427
2026-05-08,-0.0365375585627001
2026-05-11,-0.0048354907749268055
2026-05-12,-0.0490576438588491
2026-05-13,0.004175240670057553
2026-05-14,0.004057901596095574
2026-05-15,-0.024603903999087295
2026-05-18,-0.01392237377434887
2026-05-19,0.0048408629789171344
2026-05-20,0.0012517635554686324
2026-05-21,-0.010819748211838768
2026-05-22,-0.04118171624302558
2026-05-25,-0.016006465014145748
2026-05-26,-0.04400173507100147
2026-05-27,0.015369363739237179
2026-05-28,0.05914335002823031
2026-05-29,0.007577581250268823
2026-06-01,-0.00046807309470631164
2026-06-02,-0.001976765878416331
2026-06-03,-0.0035922356305825667
2026-06-04,0.025608944504919722
2026-06-05,-0.002738235701268632
2026-06-08,-0.03585957828650717
2026-06-09,0.05627016278146928
2026-06-10,-0.01330987953571905
2026-06-11,0.022541947115426824
2026-06-12,0.005392124227029024
2026-06-15,-0.053896749281057255
2026-06-16,0.008396850934105174
2026-06-17,0.04209443691742246
2026-06-18,-0.027706795481265423
2026-06-22,0.038467091033612524
2026-06-23,-0.01763563815146866
2026-06-24,-0.05052157770390856
2026-06-25,0.002473248184516219
2026-06-26,0.05416678108869684
2026-06-29,-0.007278546452829956
2026-06-30,0.003211128887276371
2026-07-01,0.03266238342051038
2026-07-02,0.014624986519649164
2026-07-03,0.020270506587265258
2026-07-06,0.017335298561736844
2026-07-07,0.0015520733360508965
2026-07-08,-0.048907900288056874
2026-07-09,0.005628204766895147
2026-07-10,0.04256001253622236
2026-07-13,0.07431541926749549
2026-07-14,0.05601545529013219
2026-07-15,0.031883363881907864
2026-07-16,0.07808689828347751
2026-07-17,0.022382529744072475
2026-07-20,-0.041815550113478296
2026-07-21,-0.01072922125664207
2026-07-22,0.06755781116526198
2026-07-23,0.02443057752133293
2026-07-24,-0.03803140933686193
2026-07-27,0.031055176357223033
2026-07-28,0.024748092699486784
2026-07-29,0.0792046619333184
2026-07-30,-0.04511593519133587
2026-07-31,0.02743398532478869
2026-08-03,-0.04190622988533921
2026-08-04,-0.03943926067400605
2026-08-05,-0.00047448003547989615
2026-08-06,-0.007816631319538173
2026-08-07,0.018830336005249783
2026-08-10,0.007878871407714927
2026-08-11,-0.003267281619063829
2026-08-12,-0.011147311757783088
2026-08-13,0.001198005900370113
2026-08-14,0.007922393050390664
2026-08-17,0.040156655786311224
2026-08-18,0.10691513719555226
2026-08-19,-0.027154893930588897
2026-08-20,-0.029520560152943576
2026-08-21,0.04659204964054545
2026-08-24,0.012041405962729845
2026-08-25,-0.006314641999775272
2026-08-26,-0.03577044176051865
2026-08-27,0.01048119809155327
2026-08-28,-0.014863542310304697
2026-08-31,0.030733701862890594
2026-09-01,0.014238971746531917
2026-09-02,-0.00031173906538931994
2026-09-03,0.06099311214564729
2026-09-04,0.004519571180126321
2026-09-07,-0.006300074540337652
2026-09-08,-0.04110237784623775
2026-09-09,0.066067951888379
2026-09-10,0.04252659840798807
2026-09-11,0.02878210500495008
2026-09-14,0.005717063006143422
2026-09-15,-0.036964012248696575
2026-09-16,0.0011534907841859545
