date,ic
2026-04-13,-0.20461538461538462
2026-04-14,0.10538461538461538
2026-04-15,-0.06538461538461539
2026-04-16,0.06307692307692309
2026-04-17,-0.04538461538461538
2026-04-20,0.002307692307692308
2026-04-21,0.1176923076923077
2026-04-22,-0.19080592774576893
2026-04-23,-0.12615384615384617
2026-04-24,-0.03846153846153846
2026-04-27,-0.19538461538461538
2026-04-28,-0.4238461538461538
2026-04-29,-0.36846153846153845
2026-04-30,-0.5161538461538462
2026-05-06,-0.3038461538461538
2026-05-07,-0.3515384615384615
2026-05-08,-0.06538461538461539
2026-05-11,0.19769230769230767
2026-05-12,0.16153846153846155
2026-05-13,-0.13384615384615384
2026-05-14,-0.3592307692307692
2026-05-15,-0.4807692307692307
2026-05-18,-0.45999999999999996
2026-05-19,-0.42923076923076925
2026-05-20,-0.2623076923076923
2026-05-21,-0.050769230769230775
2026-05-22,0.005384615384615384
2026-05-25,0.4076923076923077
2026-05-26,0.43692307692307686
2026-05-27,0.34153846153846157
2026-05-28,0.3476923076923077
2026-05-29,0.2812079298027361
2026-06-01,0.21153846153846154
2026-06-02,0.1746153846153846
2026-06-03,0.2723076923076923
2026-06-04,0.2561538461538462
2026-06-05,0.3215384615384615
2026-06-08,0.19846153846153847
2026-06-09,-0.04384615384615385
2026-06-10,-0.15926139936844425
2026-06-11,0.0
2026-06-12,-0.22153846153846157
2026-06-15,-0.15153846153846154
2026-06-16,-0.12153846153846154
2026-06-17,0.016153846153846154
2026-06-18,-0.11461538461538462
2026-06-22,-0.11538461538461539
2026-06-23,-0.33615384615384614
2026-06-24,-0.27076923076923076
2026-06-25,-0.29846153846153844
2026-06-26,-0.1576923076923077
2026-06-29,0.20384615384615384
2026-06-30,0.19769230769230767
2026-07-01,0.21000000000000002
2026-07-02,0.26153846153846155
2026-07-03,0.12076923076923077
2026-07-06,0.1276923076923077
2026-07-07,0.05307692307692308
2026-07-08,0.036923076923076927
2026-07-09,0.06846153846153846
2026-07-10,0.09923076923076923
2026-07-13,0.03923076923076923
2026-07-14,0.012307692307692308
2026-07-15,-0.06384615384615384
2026-07-16,-0.16461538461538464
2026-07-17,-0.2369230769230769
2026-07-20,0.033846153846153845
2026-07-21,0.19230769230769232
2026-07-22,0.26692307692307693
2026-07-23,0.1723076923076923
2026-07-24,0.3776923076923077
2026-07-27,0.30846153846153845
2026-07-28,0.4908636367008089
2026-07-29,0.4330769230769231
2026-07-30,0.18692307692307694
2026-07-31,0.2069230769230769
2026-08-03,0.15615384615384614
2026-08-04,0.3366031991482819
2026-08-05,0.3033103285201246
2026-08-06,0.13
2026-08-07,0.23846153846153845
2026-08-10,0.061538461538461535
2026-08-11,-0.23846153846153845
2026-08-12,-0.15076923076923077
2026-08-13,0.06615384615384615
2026-08-14,0.07538461538461538
2026-08-17,0.1815384615384615
2026-08-18,0.23153846153846153
2026-08-19,0.12307692307692307
2026-08-20,0.033846153846153845
2026-08-21,0.33461538461538465
2026-08-24,-0.06307692307692309
2026-08-25,0.02923076923076923
2026-08-26,-0.16461538461538464
2026-08-27,0.006153846153846154
2026-08-28,0.19615384615384615
2026-08-31,-0.07384615384615385
2026-09-01,0.3792307692307692
2026-09-02,0.2407692307692308
2026-09-03,0.2946153846153846
2026-09-04,0.31384615384615383
2026-09-07,0.43
2026-09-08,0.12230769230769231
2026-09-09,0.10694364498653985
2026-09-10,0.030769230769230767
