date,turnover,cost,cash_weight
2026-04-13,1.0000000000000002,0.0015000000000000005,0.0
2026-04-20,0.6276194530070845,0.0009414291795106269,0.0
2026-04-27,0.8171180224017626,0.0012256770336026438,0.0
2026-05-07,0.43431622236121253,0.0006514743335418188,0.0
2026-05-14,1.0024077645652505,0.0015036116468478758,0.0
2026-05-21,0.6245394717181126,0.0009368092075771689,0.0
2026-05-28,0.22395524248887266,0.000335932863733309,0.0
2026-06-04,0.615984102981927,0.0009239761544728905,0.0
2026-06-11,0.6586632663452417,0.0009879948995178626,0.0
2026-06-18,0.4387424850408384,0.0006581137275612577,0.0
2026-06-26,0.6242933167916185,0.0009364399751874277,0.0
2026-07-03,0.8032805925834825,0.0012049208888752238,0.0
2026-07-10,0.6124427420716844,0.0009186641131075265,0.0
2026-07-17,0.6791889300956317,0.0010187833951434476,0.0
2026-07-24,0.6575440199817747,0.000986316029972662,0.0
2026-07-31,0.6270623612933833,0.000940593541940075,0.0
2026-08-07,0.6357366169023677,0.0009536049253535516,0.0
2026-08-14,1.0127158978743573,0.001519073846811536,0.0
2026-08-21,0.4199318087788936,0.0006298977131683404,0.0
2026-08-28,0.8239536572150329,0.0012359304858225494,0.0
2026-09-04,1.2074647358676298,0.0018111971038014447,0.0
2026-09-11,0.22759796393065443,0.00034139694589598165,0.0
