date,long_short_return
2026-04-13,-0.024063764837572183
2026-04-20,-0.02851052770164168
2026-04-27,0.016190141051952565
2026-05-07,-0.08059031907416721
2026-05-14,-0.0777518711902105
2026-05-21,-0.03979405752741376
2026-05-28,0.012463305019667931
2026-06-04,0.05602084903992396
2026-06-11,-0.011717776879508812
2026-06-18,-0.17059839578629854
2026-06-26,0.01015879909990225
2026-07-03,0.005636309228165531
2026-07-10,0.06371286760004782
2026-07-17,-0.055589762753333306
2026-07-24,0.1277249095173397
2026-07-31,0.02303850673965239
2026-08-07,-0.01427324739311379
2026-08-14,-0.03247110493675853
2026-08-21,0.05446051695217472
2026-08-28,0.018501855564384738
2026-09-04,0.06280407621289956
