train_loss,train_rank_loss,train_vol_loss,val_loss,val_rank_loss,val_vol_loss,learning_rate
0.14037017897559018,0.0997554732144005,0.03417894214321072,0.10893945661015235,0.10007196242133012,0.0006795777990191709,0.0005
0.10694982873839001,0.09958358485464314,0.0009620125636475134,0.10323928038661297,0.09949687889848764,0.000548086301793004,0.0005
0.10209821476492771,0.09865620311735548,0.0010072711268051017,0.10119668258210787,0.09891149423156793,0.0007455353132592371,0.0005
0.10134916815583853,0.09933446604467093,0.0010338383729236859,0.09991078114566895,0.09844638908711764,0.0008713567146444872,0.0005
0.09999724972134665,0.09851911747493401,0.0011548055081143896,0.09848374006553338,0.09732733351679948,0.0007882006069009479,0.0005
0.0991530043819238,0.09800009349120847,0.0010591291575264344,0.098905342989243,0.09793664815907295,0.0007867281044757244,0.0005
0.0986615847520546,0.09769281552785547,0.0010207799316460688,0.09962300024926662,0.09865403426094697,0.0006710019235749944,0.0005
0.09846568622687402,0.09757372892873231,0.0009400519976430783,0.09820422472862098,0.09738534760589783,0.0006026998763935318,0.0005
0.0987087428160248,0.09792624549432234,0.0008574009567905753,0.09817269165068865,0.09748101320404273,0.0005481111111294013,0.0005
0.09824033941577404,0.09754653671957221,0.0008262501170329088,0.09790419056438483,0.09726732954956017,0.0005202610185593725,0.0005
0.09775762682107236,0.09706107237185282,0.0007839492329221069,0.09892144706100225,0.09808792087894219,0.0005314650157882939,0.0005
0.09767898828988347,0.09693163559313304,0.0007604675970594527,0.09894883761612269,0.09823368919583467,0.0004909238091036408,0.0005
0.09768343923207821,0.09687880799961897,0.0007398038715897935,0.09719174964210162,0.09638612681569961,0.00048052993714428827,0.0005
0.0973046914719628,0.09654689884210994,0.0007287879222432983,0.09730575742343298,0.09646875583208524,0.00047581232502125204,0.0005
0.0972821882770379,0.09653158218109582,0.0007168913263055726,0.09782983677891585,0.09720935042087848,0.0004807655162809309,0.0005
0.09695809416425656,0.0963395681807153,0.0007031926248162536,0.0967601862950967,0.09616281959013297,0.0004911248722167399,0.0005
0.09699462080102643,0.09641162750269848,0.0006942113395780325,0.09768650401383638,0.09715448878705502,0.0005245949547455753,0.0005
0.09679076978129514,0.09623979825928146,0.0006870740559321275,0.09724273489644894,0.09674033286193243,0.000471790093657686,0.0005
0.09683146102483882,0.09630814527041312,0.0006870118736601523,0.09796862447491059,0.09743757746540584,0.0005064892301071758,0.0005
0.0967842029372179,0.096212187714985,0.0006807397939776706,0.09707780010425128,0.09660278282199915,0.00046010967330053414,0.0005
