date,turnover,cost
2026-04-13,1.0,0.0015
2026-04-20,0.23565143097859376,0.00035347714646789065
2026-04-27,0.21984400596402887,0.0003297660089460433
2026-05-07,0.6392199953322197,0.0009588299929983296
2026-05-14,0.2347194557056687,0.0003520791835585031
2026-05-21,0.23667667693064215,0.00035501501539596323
2026-05-28,0.617096483100294,0.000925644724650441
2026-06-04,0.4411263181509435,0.0006616894772264153
2026-06-11,0.42936354599187604,0.000644045318987814
2026-06-18,0.8937740215188456,0.0013406610322782683
2026-06-26,0.6152389839324779,0.0009228584758987168
2026-07-03,0.4534630831246832,0.0006801946246870248
2026-07-10,0.21834475990958802,0.00032751713986438205
2026-07-17,0.6457341962431975,0.0009686012943647962
2026-07-24,0.4544399066042337,0.0006816598599063506
2026-07-31,0.6057787261552722,0.0009086680892329082
2026-08-07,0.4171905402155211,0.0006257858103232817
2026-08-14,0.22759521158366486,0.0003413928173754973
2026-08-21,0.4272724793293613,0.000640908718994042
2026-08-28,0.6410005242697424,0.0009615007864046136
2026-09-04,0.8148441074953393,0.001222266161243009
2026-09-11,0.6105030297181384,0.0009157545445772076
