date,turnover,cost,cash_weight
2026-04-13,1.0,0.0015,0.0
2026-04-16,0.41917626643642103,0.0006287643996546315,0.0
2026-04-21,0.4350528855071065,0.0006525793282606598,0.0
2026-04-24,0.4174506490822768,0.0006261759736234153,0.0
2026-04-29,0.4239535386043617,0.0006359303079065425,0.0
2026-05-07,0.8180630890419296,0.0012270946335628944,0.0
2026-05-12,0.222658149364842,0.000333987224047263,0.0
2026-05-15,0.4149109974814199,0.0006223664962221299,0.0
2026-05-20,0.22811224590586004,0.0003421683688587901,0.0
2026-05-25,0.2123379411205671,0.00031850691168085063,0.0
2026-05-28,0.21714482495019632,0.0003257172374252945,0.0
2026-06-02,0.22690816070497039,0.0003403622410574556,0.0
2026-06-05,0.2227739201940578,0.00033416088029108673,0.0
2026-06-10,0.41259677566740566,0.0006188951635011085,0.0
2026-06-15,0.44421906552879614,0.0006663285982931943,0.0
2026-06-18,0.21806892898334823,0.00032710339347502234,0.0
2026-06-24,0.4053897952555092,0.0006080846928832638,0.0
2026-06-29,0.4173560191863842,0.0006260340287795763,0.0
2026-07-02,0.41356256885828546,0.0006203438532874282,0.0
2026-07-07,0.4114710530616544,0.0006172065795924816,0.0
2026-07-10,0.41604895006101944,0.0006240734250915292,0.0
2026-07-15,0.41517393319930584,0.0006227608997989587,0.0
2026-07-20,0.44951671755068734,0.000674275076326031,0.0
2026-07-23,0.22555364877392678,0.00033833047316089016,0.0
2026-07-28,0.4223918448306878,0.0006335877672460317,0.0
2026-07-31,0.8214966146516208,0.0012322449219774312,0.0
2026-08-05,0.23231217238323343,0.00034846825857485017,0.0
2026-08-10,0.4142198221088721,0.0006213297331633082,0.0
2026-08-13,0.009262184380463556,1.3893276570695335e-05,0.0
2026-08-18,0.2467464966694924,0.0003701197450042386,0.0
2026-08-21,0.41216670269718564,0.0006182500540457785,0.0
2026-08-26,0.0524136883044167,7.862053245662506e-05,0.0
2026-08-31,0.6258513643416815,0.0009387770465125224,0.0
2026-09-03,0.6053682329377763,0.0009080523494066645,0.0
2026-09-08,0.41962421097178626,0.0006294363164576794,0.0
2026-09-11,0.6164356415011717,0.0009246534622517576,0.0
2026-09-16,0.6124787024453007,0.0009187180536679511,0.0
